company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"T-C Oil Company Oil & Gas Production Leases","Refugio","TX","epa_ghgrp","epa-1009414","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009414","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Diamondback E&P Llc","Midland","TX","epa_ghgrp","epa-1009434","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009434","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Texas New Mexico Power","Lewisville","TX","epa_ghgrp","epa-1009439","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009439","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221122. Pre-qualified high-energy solar candidate."
"Trinity River Energy Operating, Llc 420 Fort Worth Syncline","Katy","TX","epa_ghgrp","epa-1009441","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009441","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Chief Oil & Gas Llc (160a)","Dallas","TX","epa_ghgrp","epa-1009485","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009485","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Rosewood 540 Denver Basin","Dallas","TX","epa_ghgrp","epa-1009488","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009488","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Rosewood Resources Inc.","Dallas","TX","epa_ghgrp","epa-1009490","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009490","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Pet Coke/Coal Fired Energy Generating Facility","Point Comfort","TX","epa_ghgrp","epa-1009496","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009496","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Classic Operating Company Llc","Houston","TX","epa_ghgrp","epa-1009497","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009497","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Shell Oil Products Us","Houston","TX","epa_ghgrp","epa-1009501","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009501","","","","","","","","600","904032","90403","7.3","970164","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Alta Mesa Services, Lp","Houston","TX","epa_ghgrp","epa-1009511","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009511","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Hobbs Fractionation Facility","Seminole","TX","epa_ghgrp","epa-1009520","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009520","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Mesquite Iii Compressor Station","Ft. Stockton","TX","epa_ghgrp","epa-1009524","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009524","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Jones Energy 345 Arkoma Basin","Austin","TX","epa_ghgrp","epa-1009545","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009545","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Toyota Motor Sales, U.S.A., Inc.","Plano","TX","epa_ghgrp","epa-1009568","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009568","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 423110. Pre-qualified high-energy solar candidate."
"Wasson San Andres","Denver City","TX","epa_ghgrp","epa-1009570","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009570","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Wildhorse Resources Llc 220 Gulf Coast Basin (La, Tx)","Houston","TX","epa_ghgrp","epa-1009572","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009572","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Sabine Oil & Gas Corporation - 260 - East Texas Basin","Houston","TX","epa_ghgrp","epa-1009584","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009584","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Lewis Energy Group","San Antonio","TX","epa_ghgrp","epa-1009588","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009588","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Enerplus Resources (Usa) Corporation - Williston Basin","Houston","TX","epa_ghgrp","epa-1009595","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009595","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Trinity River Energy Operating, Llc 220 Gulf Coast Basin","Katy","TX","epa_ghgrp","epa-1009609","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009609","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Grayson Mill Operating, Llc","Houston","TX","epa_ghgrp","epa-1009625","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009625","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Hastings Eor Facility","Alvin","TX","epa_ghgrp","epa-1009634","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009634","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Oyster Bayou Eor Facility","Stowell","TX","epa_ghgrp","epa-1009641","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009641","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Snyder Rmt","Snyder","TX","epa_ghgrp","epa-1009646","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009646","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Hobbs / Seminole / Wcf","Seminole","TX","epa_ghgrp","epa-1009647","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009647","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Wtg Exploration, Inc. 430 Permian Basin","Midland","TX","epa_ghgrp","epa-1009652","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009652","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Fasken Oil And Ranch, Ltd. 220 Gulf Coast Basin","Midland","TX","epa_ghgrp","epa-1009653","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009653","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Enervest Operating, L.L.C. 220 Gulf Coast Basin","Houston","TX","epa_ghgrp","epa-1009657","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009657","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Enervest Operating, L.L.C. 260 East Texas Basin","Houston","TX","epa_ghgrp","epa-1009659","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009659","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Enervest Operating, L.L.C. 345 Arkoma Basin","Houston","TX","epa_ghgrp","epa-1009660","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009660","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Enervest Operating, L.L.C. 360 Anadarko Basin","Houston","TX","epa_ghgrp","epa-1009663","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009663","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Enervest Operating, L.L.C. 400 Ouachita Folded Belt","Houston","TX","epa_ghgrp","epa-1009665","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009665","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Enervest Operating, L.L.C. 415 Strawn Basin","Houston","TX","epa_ghgrp","epa-1009666","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009666","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Laredo Energy 220 Gulf Basin (La, Tx)","Houston","TX","epa_ghgrp","epa-1009683","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009683","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Wildhorse Resources Llc 230 Arkla Basin","Houston","TX","epa_ghgrp","epa-1009687","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009687","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Enervest Operating, L.L.C. 420 Fort Worth Syncline","Houston","TX","epa_ghgrp","epa-1009689","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009689","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Enervest Operating, L.L.C. 580 San Juan Basin","Houston","TX","epa_ghgrp","epa-1009694","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009694","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Odessa Rmt","Goldsmith","TX","epa_ghgrp","epa-1009704","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009704","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Silverbow Resources, Llc - Basin 220","Houston","TX","epa_ghgrp","epa-1009706","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009706","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Cog Operating Llc  430 Permian Basin","Midland","TX","epa_ghgrp","epa-1009707","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009707","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Parallel Petroleum Llc 430 Permian Basin","Midland","TX","epa_ghgrp","epa-1009715","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009715","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Dte Gas Resources 420 Fort Worth Syncline","Fort Worth","TX","epa_ghgrp","epa-1009717","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009717","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Fasken Oil And Ranch, Ltd. 430 Permian Basin","Midland","TX","epa_ghgrp","epa-1009718","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009718","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Sn Operating, Llc 220 Gulf Coast Basin (La, Tx)","Houston","TX","epa_ghgrp","epa-1009720","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009720","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Ridgemar (Eagle Ford) - Basin 220","Houston","TX","epa_ghgrp","epa-1009728","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009728","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Verdad Resources Llc - Dj Basin","Dallas","TX","epa_ghgrp","epa-1009731","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009731","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Xto Cornell Mahoney Field Co2 Injection","Midland","TX","epa_ghgrp","epa-1009739","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009739","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Xto Means Field Co2 Injection","Midland","TX","epa_ghgrp","epa-1009740","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009740","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
